"Supplied Name","verbatimScientificName","vernacularName","rawFamily","sourceStatus","status","IUCN_equivalent_status","taxonRank","guid","scientificName","genus","family","order","class","phylum","kingdom","vernacularName","matchType","nameType"
"Acacia crombiei","Acacia crombiei","Pink Gidgee","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2891270","Acacia crombiei","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Pink Gidgee","exactMatch",
"Baloskion longipes","Baloskion longipes","Dense Cord-rush","Restionaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2891860","Baloskion longipes","Baloskion","Restionaceae","Poales","Equisetopsida","Charophyta","Plantae","Dense Cordrush","exactMatch",
"Rhodamnia angustifolia","Rhodamnia angustifolia","Narrow-leaved Malletwood","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51782444","Rhodamnia angustifolia","Rhodamnia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Narrow-leaved Malletwood","exactMatch",
"Philotheca falcata","Philotheca falcata","Sickle-leaved Waxflower","Rutaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2913108","Philotheca falcata","Philotheca","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Sickleleaved Waxflower","exactMatch",
"Pomaderris brunnea","Pomaderris brunnea","Rufous Pomaderris, Brown Pomaderris","Rhamnaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2886209","Pomaderris brunnea","Pomaderris","Rhamnaceae","Rosales","Equisetopsida","Charophyta","Plantae","Brown Pomaderris","exactMatch",
"Acacia bynoeana","Acacia bynoeana","Bynoe's Wattle, Tiny Wattle","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2897229","Acacia bynoeana","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Bynoe's Wattle","exactMatch",
"Prasophyllum affine","Prasophyllum affine","Jervis Bay Leek Orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51794952","Prasophyllum affine","Prasophyllum","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Heathland Leek-orchid","exactMatch",
"Acacia axillaris","Acacia axillaris","Midlands Mimosa, Midlands Wattle","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2911902","Acacia axillaris","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Midlands Wattle","exactMatch",
"Zieria baeuerlenii","Zieria baeuerlenii","Bomaderry Zieria, Bomaderry Creek Zieria","Rutaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2898536","Zieria baeuerlenii","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Bomaderry Zieria","exactMatch",
"Acacia macnuttiana","Acacia macnuttiana","McNutt's Wattle","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2901778","Acacia macnuttiana","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Mcnutt's Wattle","exactMatch",
"Thalassarche cauta","Thalassarche cauta","Shy Albatross","Diomedeidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/b0592117-21ee-4351-a745-cea3e2cbcfcf","Thalassarche cauta","Thalassarche","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia","Shy Albatross","exactMatch",
"Euphrasia arguta","Euphrasia arguta","-","Scrophulariaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2897576","Euphrasia arguta","Euphrasia","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Leucopogon cryptanthus","Leucopogon cryptanthus","Small-flowered Leucopogon","Epacridaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/node/apni/2887122","Leucopogon cryptanthus","Leucopogon","Ericaceae","Ericales","Equisetopsida","Charophyta","Plantae","Smallflowered Leucopogon","exactMatch",
"Gastrolobium graniticum","Gastrolobium graniticum","Granite Poison","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2900542","Gastrolobium graniticum","Gastrolobium","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Granite Poison","exactMatch",
"Tympanocryptis mccartneyi","Tympanocryptis mccartneyi","Bathurst Grassland Earless Dragon","Agamidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/dc62b72a-6a09-4279-acc6-e233d8f9ebc8","Tympanocryptis mccartneyi","Tympanocryptis","Agamidae","Squamata","Reptilia","Chordata","Animalia","Bathurst Grassland Earless Dragon","exactMatch",
"Rhinerrhizopsis matutina","Rhinerrhizopsis matutina","-","Orchidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51794800","Bogoria matutina","Bogoria","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Freckle Orchid","exactMatch",
"Ozothamnus vagans","Ozothamnus vagans","Wollumbin Dogwood","Asteraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2918692","Ozothamnus vagans","Ozothamnus","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Wollumbin Dogwood","exactMatch",
"Grevillea quadricauda","Grevillea quadricauda","-","Proteaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2913939","Grevillea quadricauda","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Four-tailed Grevillea","exactMatch",
"Verticordia apecta","Verticordia apecta","Hay River Featherflower, Scruffy Verticordia","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2888504","Verticordia apecta","Verticordia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Scruffy Verticordia","exactMatch",
"Callistemon forresterae","Callistemon forresterae","Forrester's Bottlebrush","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2899993","Callistemon forresterae","Callistemon","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Forrester's Bottlebrush","exactMatch",
"Thelymitra kangaloonica","Thelymitra kangaloonica","Kangaloon Sun Orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51414328","Thelymitra kangaloonica","Thelymitra","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Kangaloon Sun Orchid","exactMatch",
"Phebalium speciosum","Phebalium speciosum","-","Rutaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/7858463","Phebalium speciosum","Phebalium","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Trichosurus vulpecula arnhemensis","Trichosurus vulpecula arnhemensis","Northern Brushtail Possum","Phalangeridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/4a124472-f2b3-43e7-a30e-7fcc5bf479cf","Trichosurus vulpecula arnhemensis","Trichosurus","Phalangeridae","Diprotodontia","Mammalia","Chordata","Animalia","Northern Brushtail Possum","exactMatch",
"Varanus mertensi","Varanus mertensi","Mertens' Water Monitor","Varanidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/de15c66f-5f21-4b9c-b3b2-1e46319d2096","Varanus mertensi","Varanus","Varanidae","Squamata","Reptilia","Chordata","Animalia","Mertens' Water Monitor","exactMatch",
"Syzygium hodgkinsoniae","Syzygium hodgkinsoniae","Smooth-bark Rose Apple, Red Lilly Pilly","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2915336","Syzygium hodgkinsoniae","Syzygium","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Red Lilly Pilly","exactMatch",
"Phaethon lepturus fulvus","Phaethon lepturus fulvus","Christmas Island White-tailed Tropicbird, Golden Bosunbird","Phaethontidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/d8f05749-250c-4942-865e-323971c85c39","Phaethon lepturus fulvus","Phaethon","Phaethontidae","Phaethontiformes","Aves","Chordata","Animalia","Christmas Island White-tailed Tropicbird","exactMatch",
"Aponogeton prolifer","Aponogeton prolifer","an aquatic herb","Aponogetonaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51736699","Aponogeton prolifer","Aponogeton","Aponogetonaceae","Alismatales","Equisetopsida","Charophyta","Plantae","An Aquatic Herb","exactMatch",
"Zieria exsul","Zieria exsul","Banished Stink Bush","Rutaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2902255","Zieria exsul","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Banished Stink Bush","exactMatch",
"Telopea aspera","Telopea aspera","Gibraltar Waratah","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2891411","Telopea aspera","Telopea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Gibraltar Range Waratah","exactMatch",
"Chamelaucium sp. S coastal plain (R.D.Royce 4872)","Chamelaucium sp. S coastal plain (R.D.Royce 4872)","Royce's Waxflower","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51781785","Chamelaucium roycei","Chamelaucium","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Senecio behrianus","Senecio behrianus","Stiff Groundsel, Behr's Groundsel","Asteraceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2898428","Senecio behrianus","Senecio","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Behr's Groundsel","exactMatch",
"Eucalyptus imlayensis","Eucalyptus imlayensis","Imlay Mallee, Mount Imlay Mallee","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2899202","Eucalyptus imlayensis","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Imlay Mallee","exactMatch",
"Thalassarche bulleri","Thalassarche bulleri","Buller's Albatross, Pacific Albatross","Diomedeidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/49da4af7-9827-42ab-94f7-dab04f52199a","Thalassarche bulleri","Thalassarche","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia","Buller's Albatross","exactMatch",
"Phlegmariurus filiformis","Phlegmariurus filiformis","Rat's Tail Tassel-fern","Lycopodiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2896005","Phlegmariurus filiformis","Phlegmariurus","Lycopodiaceae","Lycopodiales","Equisetopsida","Charophyta","Plantae","Rat's Tail Tasselfern","exactMatch",
"Acacia constablei","Acacia constablei","Narrabarba Wattle","Fabaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2918275","Acacia constablei","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Narrabarba Wattle","exactMatch",
"Achyranthes arborescens","Achyranthes arborescens","Chaff Tree, Soft-wood","Amaranthaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2889394","Achyranthes arborescens","Achyranthes","Amaranthaceae","Caryophyllales","Equisetopsida","Charophyta","Plantae","Softwood","exactMatch",
"Grevillea evansiana","Grevillea evansiana","-","Proteaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2913388","Grevillea evansiana","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Evans Grevillea","exactMatch",
"Acacia courtii","Acacia courtii","Three Brothers Wattle, Brother Wattle, Northern Brother Wattle","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2903240","Acacia courtii","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Three Brothers Wattle","exactMatch",
"Galaxias rostratus","Galaxias rostratus","Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow","Galaxiidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/9bf2ae93-1adf-4851-b794-db84a88cfdb3","Galaxias rostratus","Galaxias","Galaxiidae","Salmoniformes","Actinopterygii","Chordata","Animalia","Flathead Galaxias","exactMatch",
"Polytelis swainsonii","Polytelis swainsonii","Superb Parrot","Psittacidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/46fca72f-4a32-44c5-a67c-770bd5333f55","Polytelis swainsonii","Polytelis","Psittacidae","Psittaciformes","Aves","Chordata","Animalia","Superb Parrot","exactMatch",
"Caladenia rigida","Caladenia rigida","Stiff White Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51399326","Caladenia rigida","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Stiff White Spiderorchid","exactMatch",
"Phascogale pirata","Phascogale pirata","Northern Brush-tailed Phascogale","Dasyuridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/de09c53f-2cd4-477e-a79e-32da14b50e9b","Phascogale pirata","Phascogale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia","Northern Brush-tailed Phascogale","exactMatch",
"Decaspermum struckoilicum","Decaspermum struckoilicum","Struck Oil Myrtle","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51781855","Decaspermum struckoilicum","Decaspermum","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Struck Oil Myrtle","exactMatch",
"Macrotis lagotis","Macrotis lagotis","Greater Bilby","Thylacomyidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/d4fe643e-881f-49de-a8c9-628d5bce2e24","Macrotis lagotis","Macrotis","Thylacomyidae","Peramelemorphia","Mammalia","Chordata","Animalia","Bilby","exactMatch",
"Frankenia conferta","Frankenia conferta","Silky Frankenia","Frankeniaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2898114","Frankenia conferta","Frankenia","Frankeniaceae","Caryophyllales","Equisetopsida","Charophyta","Plantae","Silky Frankenia","exactMatch",
"Elatostema montanum","Elatostema montanum","Mountain Procris","Urticaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51300089","Elatostema montanum","Elatostema","Urticaceae","Rosales","Equisetopsida","Charophyta","Plantae","Mountain Procris","exactMatch",
"Prasophyllum sp. Wybong (C.Phelps ORG 5269)","Prasophyllum sp. Wybong (C.Phelps ORG 5269)","a leek-orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51795236","Prasophyllum petilum","Prasophyllum","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Tarengo Leek Orchid","exactMatch",
"Acacia praetermissa","Acacia praetermissa","a shrub","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2894855","Acacia praetermissa","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Caladenia saggicola","Caladenia saggicola","Sagg Spider-orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51399337","Caladenia saggicola","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Sagg Spiderorchid","exactMatch",
"Cyclodomorphus praealtus","Cyclodomorphus praealtus","Alpine She-oak Skink","Scincidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/883ab7bf-0ef9-42f6-8444-dc798a46effa","Cyclodomorphus praealtus","Cyclodomorphus","Scincidae","Squamata","Reptilia","Chordata","Animalia","Alpine She-oak Skink","exactMatch",
"Taudactylus diurnus","Taudactylus diurnus","Southern Day Frog, Mt Glorious Torrent Frog","Myobatrachidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/b5e75f5a-8f6f-45be-a599-85afc38fd8e0","Taudactylus diurnus","Taudactylus","Myobatrachidae","Anura","Amphibia","Chordata","Animalia","Mt Glorious Torrent Frog","exactMatch",
"Megascolides australis","Megascolides australis","Giant Gippsland Earthworm","Megascolecidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/d61d29a8-82e3-4e17-b27c-cb0772a440a2","Megascolides australis","Megascolides","Megascolecidae","Crassiclitellata","Clitellata","Annelida","Animalia","Giant Gippsland Earthworm","exactMatch",
"Marianthus paralius","Marianthus paralius","-","Pittosporaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2903908","Marianthus paralius","Marianthus","Pittosporaceae","Apiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
